question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,r1,r2,s,ground_truth
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.7099305,0.39077377,0.05618604,0.39077377,0.375,0,0.6931471805599453,0.7099305,4
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.3132475,0.0,0.0,0.0,0.25,1,0.4054651081081644,0.3132475,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.309217,0.0,0.11099568,0.0,0.25,2,0.2876820724517809,0.309217,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.30635574,0.0,0.108134426,0.0,0.25,3,0.22314355131420976,0.30635574,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.2613693,0.06390452,0.05712645,0.06390452,0.25,4,0.18232155679395462,0.2613693,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.2613693,0.06390452,0.05712645,0.06390452,0.25,5,0.1541506798272583,0.2613693,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.25137684,0.05890829,0.05462834,0.0625565,0.375,6,0.13353139262452263,0.25137684,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.25137684,0.05890829,0.05462834,0.0625565,0.375,7,0.11778303565638346,0.25137684,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.25137684,0.05890829,0.05462834,0.06400834,0.375,8,0.1053605156578263,0.25137684,0
213fe673-1787-4dd7-9041-6e189f83d355,0.0,0.0,0.0,0.0,0.15048134,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.15048134,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.24832566,0.0,0.0,0.0,0.25,0,0.6931471805599453,0.24832566,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.125,1,0.4054651081081644,0.2409643,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.23940659,0.0,0.0,0.0,0.125,2,0.2876820724517809,0.23940659,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.20693925,0.09569646,0.008686685,0.09569646,0.375,3,0.22314355131420976,0.20693925,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.19566472,0.0,0.0,0.0,0.25,4,0.18232155679395462,0.19566472,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.14388236,0.05890829,0.0,0.05890829,0.375,5,0.1541506798272583,0.14388236,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.13898642,0.06390452,0.018743271,0.06390452,0.375,6,0.13353139262452263,0.13898642,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.13898642,0.06390452,0.018743271,0.06390452,0.375,7,0.11778303565638346,0.13898642,4
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.13820718,0.09092075,0.0,0.09092075,0.25,8,0.1053605156578263,0.13820718,0
53a6056a-982b-480c-9302-fdfae310e827,0.0,0.0,0.0,0.0,0.13662624,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.13662624,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.9260788,0.32870892,0.13476932,0.32870892,0.5,0,0.6931471805599453,0.9260788,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.25467905,0.1301765,0.0,0.1301765,0.33333334,1,0.4054651081081644,0.25467905,4
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.25279823,0.12829567,0.0,0.12829567,0.33333334,2,0.2876820724517809,0.25279823,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.24251556,0.0,0.0,0.0,0.16666667,3,0.22314355131420976,0.24251556,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.2419047,0.0,0.0,0.0,0.16666667,4,0.18232155679395462,0.2419047,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.16666667,5,0.1541506798272583,0.2409643,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.19661218,0.0,0.0,0.0,0.16666667,6,0.13353139262452263,0.19661218,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.19661218,0.0,0.0,0.0,0.16666667,7,0.11778303565638346,0.19661218,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.057737313,0.0,0.0,0.0,0.16666667,8,0.1053605156578263,0.057737313,0
8f2bf20e-5d17-47b8-95d2-64565b525d84,0.0,0.0,0.0,0.0,0.05712645,0.0,0.0,0.0,0.16666667,9,0.09531017980432487,0.05712645,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.5130033,0.0,0.19150439,0.0,0.22222222,0,0.6931471805599453,0.5130033,4
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.19566472,0.0,0.0,0.0,0.22222222,1,0.4054651081081644,0.19566472,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.14339185,0.0,0.0,0.0,0.11111111,2,0.2876820724517809,0.14339185,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.1277136,0.0,0.0,0.0,0.11111111,3,0.22314355131420976,0.1277136,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.12616234,0.0,0.0,0.0,0.11111111,4,0.18232155679395462,0.12616234,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.12616234,0.0,0.0,0.0,0.11111111,5,0.1541506798272583,0.12616234,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.12616234,0.0,0.0,0.0,0.11111111,6,0.13353139262452263,0.12616234,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.12616234,0.0,0.0,0.0,0.11111111,7,0.11778303565638346,0.12616234,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.124604635,0.0,0.0,0.0,0.11111111,8,0.1053605156578263,0.124604635,0
7e785845-8ae9-44c8-81a1-dc6270e1131e,0.0,0.0,0.0,0.0,0.09236941,0.018370355,0.0,0.018370355,0.22222222,9,0.09531017980432487,0.09236941,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.5640994,0.0,0.13977745,0.0,0.4,0,0.6931471805599453,0.5640994,4
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.17031667,0.022037402,0.022037402,0.022037402,0.4,1,0.4054651081081644,0.17031667,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.12869723,0.0,0.0,0.0,0.2,2,0.2876820724517809,0.12869723,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.12869723,0.0,0.0,0.0,0.2,3,0.22314355131420976,0.12869723,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.12869723,0.0,0.0,0.0,0.2,4,0.18232155679395462,0.12869723,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.12869723,0.0,0.0,0.0,0.2,5,0.1541506798272583,0.12869723,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.12869723,0.0,0.0,0.0,0.2,6,0.13353139262452263,0.12869723,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.12869723,0.0,0.0,0.0,0.2,7,0.11778303565638346,0.12869723,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.1268164,0.0,0.0,0.0,0.2,8,0.1053605156578263,0.1268164,0
e6846d35-024a-445b-b5d9-bbca4952fb7b,0.0,0.0,0.0,0.0,0.1268164,0.0,0.0,0.0,0.2,9,0.09531017980432487,0.1268164,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.596581,0.5002393,0.31872016,0.5002393,1.0,0,0.6931471805599453,0.596581,4
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.09212818,0.019271689,0.0,0.019271689,0.5,1,0.4054651081081644,0.09212818,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08901278,0.013191322,0.0,0.013191322,0.5,2,0.2876820724517809,0.08901278,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.085707225,0.0,0.0,0.0,0.25,3,0.22314355131420976,0.085707225,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08476681,0.0,0.0,0.0,0.25,4,0.18232155679395462,0.08476681,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08476681,0.0,0.0,0.0,0.25,5,0.1541506798272583,0.08476681,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08476681,0.0,0.0,0.0,0.25,6,0.13353139262452263,0.08476681,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08476681,0.0,0.0,0.0,0.25,7,0.11778303565638346,0.08476681,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08320911,0.0,0.0,0.0,0.25,8,0.1053605156578263,0.08320911,0
ac1ebb88-74c5-41b0-966a-40a5d56801a3,0.0,0.0,0.0,0.0,0.08320911,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.08320911,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,1.5305629,1.3646753,0.7236917,1.3646753,0.8571429,0,0.6931471805599453,1.5305629,4
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.35115957,0.0,0.09007369,0.0,0.2857143,1,0.4054651081081644,0.35115957,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.309217,0.0,0.0,0.0,0.14285715,2,0.2876820724517809,0.309217,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.14285715,3,0.22314355131420976,0.2409643,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.23940659,0.0,0.0,0.0,0.14285715,4,0.18232155679395462,0.23940659,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.19661218,0.0,0.0,0.0,0.14285715,5,0.1541506798272583,0.19661218,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.14285715,6,0.13353139262452263,0.19505447,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.14285715,7,0.11778303565638346,0.19505447,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.08687753,0.0,0.0,0.0,0.14285715,8,0.1053605156578263,0.08687753,0
40302767-9566-444f-b879-c8ede38ca886,0.0,0.0,0.0,0.0,0.084016286,0.0,0.0,0.0,0.14285715,9,0.09531017980432487,0.084016286,0
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.98902196,0.21092916,0.0,0.21092916,0.25,0,0.6931471805599453,0.98902196,4
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.43728295,0.0,0.0,0.0,0.083333336,1,0.4054651081081644,0.43728295,0
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.3107747,0.0,0.0,0.0,0.083333336,2,0.2876820724517809,0.3107747,0
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.3107747,0.0,0.0,0.0,0.083333336,3,0.22314355131420976,0.3107747,0
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.309217,0.0,0.0,0.0,0.083333336,4,0.18232155679395462,0.309217,0
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.083333336,5,0.1541506798272583,0.2409643,0
7117dd85-3894-4ebf-aae9-79824d0de7ff,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.083333336,6,0.13353139262452263,0.2409643,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.40687644,0.3257311,0.0,0.3257311,0.5,0,0.6931471805599453,0.40687644,4
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.3245483,0.0,0.0,0.0,0.5,1,0.4054651081081644,0.3245483,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.23940659,0.0,0.0,0.0,0.25,2,0.2876820724517809,0.23940659,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.17407332,0.0,0.03747697,0.0,0.5,3,0.22314355131420976,0.17407332,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.17407332,0.0,0.03747697,0.0,0.5,4,0.18232155679395462,0.17407332,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.09397318,0.0,0.0,0.0,0.25,5,0.1541506798272583,0.09397318,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.09242191,0.0,0.0,0.0,0.25,6,0.13353139262452263,0.09242191,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.09242191,0.0,0.0,0.0,0.25,7,0.11778303565638346,0.09242191,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.09242191,0.0,0.0,0.0,0.25,8,0.1053605156578263,0.09242191,0
e0c96f5a-8511-4af9-8bf0-849d84c3afd3,0.0,0.0,0.0,0.0,0.09086421,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.09086421,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.24212708,0.0,0.048812903,0.0,0.5,0,0.6931471805599453,0.24212708,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.24212708,0.0,0.061850507,0.0,0.5,1,0.4054651081081644,0.24212708,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.23940659,0.0,0.0,0.0,0.25,2,0.2876820724517809,0.23940659,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.13820718,0.09092075,0.0,0.09092075,0.5,3,0.22314355131420976,0.13820718,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.13044053,0.030489843,0.0,0.030489843,0.5,4,0.18232155679395462,0.13044053,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.13044053,0.04158343,0.0,0.04158343,0.5,5,0.1541506798272583,0.13044053,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.1277136,0.0,0.0,0.0,0.25,6,0.13353139262452263,0.1277136,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.12732513,0.040025733,0.0,0.040025733,0.5,7,0.11778303565638346,0.12732513,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.12616234,0.0,0.0,0.0,0.25,8,0.1053605156578263,0.12616234,0
aa6b431b-45e6-4ed1-872f-486a3c0b0992,0.0,0.0,0.0,0.0,0.124604635,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.124604635,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.125,0,0.6931471805599453,0.2409643,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.125,1,0.4054651081081644,0.2409643,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.125,2,0.2876820724517809,0.2409643,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19661218,0.0,0.0,0.0,0.125,3,0.22314355131420976,0.19661218,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.125,4,0.18232155679395462,0.19505447,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.125,5,0.1541506798272583,0.19505447,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.125,6,0.13353139262452263,0.19505447,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.125,7,0.11778303565638346,0.19505447,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.125,8,0.1053605156578263,0.19505447,0
faa72a10-e9c4-49ed-ad83-b5ec2ba78a6e,0.0,0.0,0.0,0.0,0.19505447,0.0,0.0,0.0,0.125,9,0.09531017980432487,0.19505447,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.43286398,0.0,0.0,0.0,0.06666667,0,0.6931471805599453,0.43286398,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.39282945,0.0,0.19505447,0.0,0.13333334,1,0.4054651081081644,0.39282945,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.39282945,0.0,0.19505447,0.0,0.13333334,2,0.2876820724517809,0.39282945,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.39010894,0.0,0.19505447,0.0,0.06666667,3,0.22314355131420976,0.39010894,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.38438645,0.0,0.19219323,0.0,0.13333334,4,0.18232155679395462,0.38438645,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.27213815,0.0,0.040858116,0.0,0.20000002,5,0.1541506798272583,0.27213815,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.24251556,0.0,0.0,0.0,0.06666667,6,0.13353139262452263,0.24251556,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.24212708,0.0,0.0,0.0,0.13333334,7,0.11778303565638346,0.24212708,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.2419047,0.0,0.0,0.0,0.06666667,8,0.1053605156578263,0.2419047,0
be060b19-52f2-4224-8f85-202a9461f132,0.0,0.0,0.0,0.0,0.2409643,0.0,0.0,0.0,0.06666667,9,0.09531017980432487,0.2409643,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.43728295,0.0,0.0,0.0,0.25,0,0.6931471805599453,0.43728295,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.43572524,0.0,0.0,0.0,0.25,1,0.4054651081081644,0.43572524,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.3302708,0.11112657,0.0,0.11112657,0.5,2,0.2876820724517809,0.3302708,4
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.23940659,0.0,0.0,0.0,0.25,3,0.22314355131420976,0.23940659,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.23940659,0.0,0.0,0.0,0.25,4,0.18232155679395462,0.23940659,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.09397318,0.0,0.0,0.0,0.25,5,0.1541506798272583,0.09397318,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.09242191,0.0,0.0,0.0,0.25,6,0.13353139262452263,0.09242191,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.09242191,0.0,0.0,0.0,0.25,7,0.11778303565638346,0.09242191,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.09242191,0.0,0.0,0.0,0.25,8,0.1053605156578263,0.09242191,0
306953c7-3fd0-4a8e-9440-67e30b676b74,0.0,0.0,0.0,0.0,0.09086421,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.09086421,0
a3360a01-65dd-433a-98fa-8681da14e9cc,0.0,0.0,0.0,0.0,0.8358065,0.61214495,0.19227192,0.61214495,0.3,0,0.6931471805599453,0.8358065,0
a3360a01-65dd-433a-98fa-8681da14e9cc,0.0,0.0,0.0,0.0,0.70613134,0.20838395,0.264328,0.20838395,0.4,1,0.4054651081081644,0.70613134,0
a3360a01-65dd-433a-98fa-8681da14e9cc,0.0,0.0,0.0,0.0,0.43728295,0.0,0.0,0.0,0.1,2,0.2876820724517809,0.43728295,0
a3360a01-65dd-433a-98fa-8681da14e9cc,0.0,0.0,0.0,0.0,0.3107747,0.0,0.0,0.0,0.1,3,0.22314355131420976,0.3107747,0
a3360a01-65dd-433a-98fa-8681da14e9cc,0.0,0.0,0.0,0.0,0.309217,0.0,0.0,0.0,0.1,4,0.18232155679395462,0.309217,0
